81
5_5 3 7
4_4 8 9
0_1 3 4
3_0 2 5
8_0 5 11
6_1 2 5
2_6 7 11
5_0 0 6
7_2 2 6
2_7 6 10
1_7 0 1
3_7 0 5
8_3 0 5
2_0 4 8
0_7 3 5
3_5 2 6
6_0 4 7
4_0 3 12
6_3 7 9
1_8 5 9
2_8 4 9
2_1 2 7
8_6 4 7
8_2 8 16
7_5 0 2
6_4 4 7
5_3 3 7
3_3 0 7
3_6 0 3
1_6 1 6
4_7 4 8
4_1 3 6
3_4 2 7
5_8 4 8
7_0 4 8
2_3 4 6
1_1 0 4
2_5 3 4
4_2 5 9
3_8 1 4
5_6 4 8
0_0 5 7
3_2 1 6
6_8 0 5
4_5 3 5
6_7 0 4
5_1 1 5
1_0 3 4
1_4 6 11
6_5 5 10
1_5 10 13
2_2 5 9
5_7 7 11
7_8 2 10
6_2 3 9
0_8 4 7
4_3 3 7
0_5 2 7
5_2 2 7
8_5 3 6
7_1 1 3
5_4 1 5
0_4 7 11
6_6 4 8
7_6 7 12
2_4 4 6
8_1 4 11
3_1 1 6
0_6 5 6
8_4 6 9
8_8 6 7
0_2 6 11
1_2 7 9
4_8 8 10
1_3 5 11
4_6 4 12
7_7 4 5
8_7 6 7
7_3 3 9
7_4 2 5
0_3 5 10
GAME_HISTORY 19
1 10 0 4 0 2 0 6 1 3 1 4 1 5 2 8 2 2 3 7 2 5
1 17 4 4 2 2 4 8 8 1 0 3 1 6 6 5 5 7 7 0 8 7 1 8 4 0 1 2 1 5 6 3 7 6 7 3
1 18 4 1 0 3 2 5 8 8 6 6 7 2 4 4 7 4 8 0 6 3 5 7 6 0 2 2 8 4 7 0 2 7 1 2 7 8
-1 18 4 0 0 2 2 8 8 6 6 0 4 1 7 3 3 5 5 2 6 8 0 8 4 2 0 5 3 7 7 1 3 1 1 6 1 8
1 22 4 6 6 2 2 0 0 3 3 0 4 7 8 8 5 5 7 2 6 1 1 8 1 5 8 7 7 4 8 6 0 2 4 0 4 3 6 5 6 3 7 6 1 2
1 15 4 4 2 2 8 1 1 5 5 6 6 4 6 3 3 2 4 8 8 7 7 6 7 0 7 3 6 5 8 4
-1 21 4 6 6 2 2 0 0 3 3 0 4 7 7 8 8 1 1 5 5 6 8 2 5 3 7 4 8 0 5 0 6 7 4 0 3 4 3 8 7 6 1 3
1 19 4 8 8 2 2 1 1 5 5 7 7 0 0 6 6 3 3 4 2 7 8 0 7 6 0 2 4 6 4 7 3 0 1 3 8 1 0 4
1 21 4 8 8 2 8 0 2 1 1 4 0 6 6 3 3 5 5 0 5 1 2 7 7 3 6 4 6 5 2 4 0 8 1 8 7 8 0 7 5 7 1 0
1 20 5 5 4 4 2 2 5 8 2 1 0 3 4 7 4 1 5 2 0 6 0 0 2 7 1 8 1 2 1 5 2 6 3 3 6 6 8 6 2 8
0 61 4 7 6 2 3 6 8 4 8 3 2 5 4 1 1 8 5 3 7 5 6 4 2 2 7 3 1 0 5 8 0 0 7 2 0 8 8 6 1 4 5 7 0 4 6 7 8 7 5 2 3 3 5 0 5 1 3 4 6 0 6 5 7 6 2 3 6 8 4 8 3 2 5 4 1 1 8 5 3 7 5 6 4 2 2 7 3 1 0 5 8 0 0 7 2 0 8 8 6 1 4 5 7 0 2 6 7 8 7 7 8 2 3 8 5 5 6 3 3 5 6 6
1 24 8 1 1 4 8 2 2 6 7 6 5 4 3 1 0 4 4 5 0 0 6 4 6 2 5 3 0 8 4 7 4 2 4 0 1 2 1 6 3 4 8 0 7 3 2 7 2 8
1 18 4 0 0 2 8 6 2 0 4 8 2 6 8 7 2 3 4 5 6 4 4 3 5 8 1 5 0 1 0 8 0 5 1 3 1 4
1 25 4 5 7 4 0 7 2 6 1 1 8 2 7 0 6 0 3 1 4 3 3 4 8 8 0 2 1 0 1 2 0 0 5 6 6 8 5 3 0 8 4 4 6 2 8 6 5 2 7 8
0 53 4 5 6 6 8 4 4 0 0 2 7 2 4 3 5 8 1 8 2 0 3 7 3 0 6 4 7 8 4 6 2 1 2 8 5 5 3 2 2 6 2 3 1 6 7 4 1 3 3 4 7 5 3 8 5 6 6 8 4 4 0 0 2 7 2 4 3 5 8 1 8 2 0 3 7 3 0 6 4 7 8 0 6 2 1 2 6 5 5 3 2 2 5 0 3 1 1 7 1 1 3 3 7 0 1 4
1 21 4 0 4 2 2 6 6 1 6 0 5 8 4 1 8 8 7 7 2 3 6 2 7 3 8 5 0 2 0 1 7 8 0 0 5 7 5 5 2 5 2 4
-1 28 4 6 3 4 2 1 4 0 8 2 0 3 0 4 3 7 5 7 2 8 8 5 5 8 6 1 2 6 6 2 7 3 1 6 0 5 5 4 5 1 2 2 3 2 3 3 1 3 8 1 8 3 7 8 7 6
-1 25 4 6 2 7 5 5 8 0 3 6 1 4 8 3 5 2 0 2 2 1 5 0 7 8 6 8 8 1 7 0 6 5 1 1 3 2 4 3 4 0 8 2 3 1 6 6 3 3 7 2
1 20 4 8 0 0 5 7 3 5 6 3 4 2 2 6 6 5 8 1 7 7 1 0 3 8 8 4 5 4 3 2 1 6 5 1 8 7 2 0 2 3
