79
3_1 31 36
6_4 2 5
7_5 30 35
5_3 2 6
0_2 0 3
1_2 0 1
0_0 30 38
4_2 31 31
8_0 29 34
6_3 1 5
5_2 28 35
6_0 1 4
7_3 32 34
0_3 30 36
7_4 0 3
3_3 0 5
8_2 30 33
3_5 2 4
0_7 1 3
2_0 1 8
7_0 0 1
5_8 1 4
5_1 0 1
1_0 0 1
3_2 1 3
6_8 0 2
8_6 30 34
2_1 1 4
5_6 30 36
8_8 1 3
2_3 28 35
1_1 0 7
3_4 0 2
2_8 2 3
2_5 0 1
3_8 1 3
4_7 1 1
4_1 2 4
1_6 29 33
3_6 1 3
7_8 1 3
6_2 1 5
0_8 1 6
4_8 28 33
1_3 2 5
4_6 0 1
6_5 2 3
1_4 29 35
1_5 31 36
4_3 1 4
0_4 1 2
6_6 0 3
0_6 28 37
8_4 32 35
5_7 1 1
2_2 31 38
7_1 0 4
5_4 28 38
8_5 1 3
2_6 31 38
6_1 0 4
8_3 1 5
3_7 0 1
1_7 0 3
4_4 2 10
5_5 1 4
5_0 0 1
2_7 3 4
7_2 0 2
6_7 0 5
4_5 29 39
7_7 31 38
8_7 31 36
1_8 31 35
3_0 2 3
0_1 2 6
7_6 32 37
2_4 0 2
8_1 1 2
GAME_HISTORY 43
-1 21 0 0 2 2 4 4 6 6 1 1 3 3 0 6 7 7 5 5 8 8 2 8 6 3 4 5 0 3 8 7 8 4 5 4 2 5 6 0 1 2 1 5
-1 25 0 2 2 0 4 6 6 5 3 1 4 8 8 4 1 3 0 8 5 6 7 2 6 3 6 4 2 4 8 7 1 1 2 1 5 8 2 7 7 4 7 5 5 1 7 0 1 0 5 0
1 26 0 0 2 6 4 2 8 6 2 3 8 7 1 8 3 1 7 5 0 6 5 2 4 8 5 6 1 6 7 3 0 3 4 5 1 5 5 4 2 2 1 4 7 6 7 7 8 4 8 0 8 2
1 26 0 0 2 6 4 2 8 6 2 3 8 7 1 8 3 1 7 5 0 6 5 2 4 8 5 6 1 6 7 3 0 3 4 5 1 5 5 4 2 2 1 4 7 6 7 7 8 4 8 0 8 2
1 26 0 0 2 6 4 2 8 6 2 3 8 7 1 8 3 1 7 5 0 6 5 2 4 8 5 6 1 6 7 3 0 3 4 5 1 5 5 4 2 2 1 4 7 6 7 7 8 4 8 0 8 2
1 26 0 0 2 6 4 2 8 6 2 3 8 7 1 8 3 1 7 5 0 6 5 2 4 8 5 6 1 6 7 3 0 3 4 5 1 5 5 4 2 2 1 4 7 6 7 7 8 4 8 0 8 2
1 26 0 0 2 6 4 2 8 6 2 3 8 7 1 8 3 1 7 5 0 6 5 2 4 8 5 6 1 6 7 3 0 3 4 5 1 5 5 4 2 2 1 4 7 6 7 7 8 4 8 0 8 2
1 26 0 0 2 6 4 2 8 6 2 3 8 7 1 8 3 1 7 5 0 6 5 2 4 8 5 6 1 6 7 3 0 3 4 5 1 5 5 4 2 2 1 4 7 6 7 7 8 4 8 0 8 2
1 26 0 0 2 6 4 2 8 6 2 3 8 7 1 8 3 1 7 5 0 6 5 2 4 8 5 6 1 6 7 3 0 3 4 5 1 5 5 4 2 2 1 4 7 6 7 7 8 4 8 0 8 2
1 26 0 0 2 6 4 2 8 6 2 3 8 7 1 8 3 1 7 5 0 6 5 2 4 8 5 6 1 6 7 3 0 3 4 5 1 5 5 4 2 2 1 4 7 6 7 7 8 4 8 0 8 2
1 26 0 0 2 6 4 2 8 6 2 3 8 7 1 8 3 1 7 5 0 6 5 2 4 8 5 6 1 6 7 3 0 3 4 5 1 5 5 4 2 2 1 4 7 6 7 7 8 4 8 0 8 2
1 26 0 0 2 6 4 2 8 6 2 3 8 7 1 8 3 1 7 5 0 6 5 2 4 8 5 6 1 6 7 3 0 3 4 5 1 5 5 4 2 2 1 4 7 6 7 7 8 4 8 0 8 2
1 26 0 0 2 6 4 2 8 6 2 3 8 7 1 8 3 1 7 5 0 6 5 2 4 8 5 6 1 6 7 3 0 3 4 5 1 5 5 4 2 2 1 4 7 6 7 7 8 4 8 0 8 2
1 26 0 0 2 6 4 2 8 6 2 3 8 7 1 8 3 1 7 5 0 6 5 2 4 8 5 6 1 6 7 3 0 3 4 5 1 5 5 4 2 2 1 4 7 6 7 7 8 4 8 0 8 2
1 26 0 0 2 6 4 2 8 6 2 3 8 7 1 8 3 1 7 5 0 6 5 2 4 8 5 6 1 6 7 3 0 3 4 5 1 5 5 4 2 2 1 4 7 6 7 7 8 4 8 0 8 2
1 26 0 0 2 6 4 2 8 6 2 3 8 7 1 8 3 1 7 5 0 6 5 2 4 8 5 6 1 6 7 3 0 3 4 5 1 5 5 4 2 2 1 4 7 6 7 7 8 4 8 0 8 2
1 26 0 0 2 6 4 2 8 6 2 3 8 7 1 8 3 1 7 5 0 6 5 2 4 8 5 6 1 6 7 3 0 3 4 5 1 5 5 4 2 2 1 4 7 6 7 7 8 4 8 0 8 2
1 26 0 0 2 6 4 2 8 6 2 3 8 7 1 8 3 1 7 5 0 6 5 2 4 8 5 6 1 6 7 3 0 3 4 5 1 5 5 4 2 2 1 4 7 6 7 7 8 4 8 0 8 2
1 26 0 0 2 6 4 2 8 6 2 3 8 7 1 8 3 1 7 5 0 6 5 2 4 8 5 6 1 6 7 3 0 3 4 5 1 5 5 4 2 2 1 4 7 6 7 7 8 4 8 0 8 2
1 26 0 0 2 6 4 2 8 6 2 3 8 7 1 8 3 1 7 5 0 6 5 2 4 8 5 6 1 6 7 3 0 3 4 5 1 5 5 4 2 2 1 4 7 6 7 7 8 4 8 0 8 2
1 26 0 0 2 6 4 2 8 6 2 3 8 7 1 8 3 1 7 5 0 6 5 2 4 8 5 6 1 6 7 3 0 3 4 5 1 5 5 4 2 2 1 4 7 6 7 7 8 4 8 0 8 2
1 26 0 0 2 6 4 2 8 6 2 3 8 7 1 8 3 1 7 5 0 6 5 2 4 8 5 6 1 6 7 3 0 3 4 5 1 5 5 4 2 2 1 4 7 6 7 7 8 4 8 0 8 2
1 26 0 0 2 6 4 2 8 6 2 3 8 7 1 8 3 1 7 5 0 6 5 2 4 8 5 6 1 6 7 3 0 3 4 5 1 5 5 4 2 2 1 4 7 6 7 7 8 4 8 0 8 2
1 26 0 0 2 6 4 2 8 6 2 3 8 7 1 8 3 1 7 5 0 6 5 2 4 8 5 6 1 6 7 3 0 3 4 5 1 5 5 4 2 2 1 4 7 6 7 7 8 4 8 0 8 2
1 26 0 0 2 6 4 2 8 6 2 3 8 7 1 8 3 1 7 5 0 6 5 2 4 8 5 6 1 6 7 3 0 3 4 5 1 5 5 4 2 2 1 4 7 6 7 7 8 4 8 0 8 2
1 26 0 0 2 6 4 2 8 6 2 3 8 7 1 8 3 1 7 5 0 6 5 2 4 8 5 6 1 6 7 3 0 3 4 5 1 5 5 4 2 2 1 4 7 6 7 7 8 4 8 0 8 2
1 26 0 0 2 6 4 2 8 6 2 3 8 7 1 8 3 1 7 5 0 6 5 2 4 8 5 6 1 6 7 3 0 3 4 5 1 5 5 4 2 2 1 4 7 6 7 7 8 4 8 0 8 2
1 26 0 0 2 6 4 2 8 6 2 3 8 7 1 8 3 1 7 5 0 6 5 2 4 8 5 6 1 6 7 3 0 3 4 5 1 5 5 4 2 2 1 4 7 6 7 7 8 4 8 0 8 2
1 26 0 0 2 6 4 2 8 6 2 3 8 7 1 8 3 1 7 5 0 6 5 2 4 8 5 6 1 6 7 3 0 3 4 5 1 5 5 4 2 2 1 4 7 6 7 7 8 4 8 0 8 2
1 26 0 0 2 6 4 2 8 6 2 3 8 7 1 8 3 1 7 5 0 6 5 2 4 8 5 6 1 6 7 3 0 3 4 5 1 5 5 4 2 2 1 4 7 6 7 7 8 4 8 0 8 2
1 26 0 0 2 6 4 2 8 6 2 3 8 7 1 8 3 1 7 5 0 6 5 2 4 8 5 6 1 6 7 3 0 3 4 5 1 5 5 4 2 2 1 4 7 6 7 7 8 4 8 0 8 2
1 26 0 0 2 6 4 2 8 6 2 3 8 7 1 8 3 1 7 5 0 6 5 2 4 8 5 6 1 6 7 3 0 3 4 5 1 5 5 4 2 2 1 4 7 6 7 7 8 4 8 0 8 2
0 25 4 4 2 6 6 1 4 5 0 7 5 2 8 2 0 8 6 7 8 0 3 5 3 3 7 6 2 4 1 6 4 3 1 8 1 7 2 3 0 6 5 4 5 6 8 7 8 4 8 5
0 27 4 4 2 2 8 6 0 8 4 5 6 2 7 4 1 1 5 3 3 8 5 5 2 6 8 7 6 6 4 3 2 0 7 3 0 1 0 2 1 7 5 4 3 1 2 3 0 0 1 6 7 7 7 1
1 30 4 4 2 2 8 0 7 6 4 5 6 8 2 6 5 8 8 3 1 4 3 4 0 1 0 0 6 7 4 1 2 1 5 2 5 3 2 0 8 6 6 1 6 3 6 2 6 0 1 1 3 3 7 3 7 5 7 7 7 8
-1 26 4 4 2 2 8 3 1 4 0 6 3 2 6 8 5 6 5 8 8 0 0 7 6 7 3 5 7 5 1 3 7 2 7 8 1 1 0 1 5 2 4 1 3 4 3 3 6 0 1 8 5 4
-1 23 4 4 2 6 6 1 4 8 0 3 0 6 3 6 5 2 2 0 7 7 4 5 8 2 8 8 6 4 0 0 1 6 8 5 7 1 3 7 3 3 1 5 7 6 2 3
0 28 4 4 2 2 8 6 0 8 4 5 6 2 7 4 1 1 5 3 3 8 5 5 2 6 8 7 6 6 4 3 2 0 7 3 0 1 0 2 1 7 5 4 3 1 2 3 1 8 0 3 7 7 0 6 7 1
-1 21 1 4 0 0 2 2 4 8 6 4 6 7 4 5 2 0 5 6 8 1 3 6 5 3 7 1 0 8 0 3 8 3 2 1 6 1 0 6 3 0 5 4
-1 24 2 6 4 4 0 0 6 2 8 6 0 4 1 5 3 1 7 7 3 2 2 3 4 5 5 4 2 0 8 3 8 0 7 6 1 1 6 7 1 3 7 5 1 4 5 2 6 3
1 22 6 4 0 0 4 2 2 6 1 8 8 4 3 5 0 3 7 6 0 6 2 8 5 4 2 7 3 2 8 1 7 7 5 3 3 6 1 3 8 7 1 5 1 4
1 28 7 6 0 0 4 4 6 4 8 8 1 5 2 2 5 6 2 0 3 8 0 1 1 3 5 3 7 5 8 2 3 1 7 8 7 3 3 0 5 5 1 8 4 1 4 7 5 7 2 7 6 5 6 3 2 1
1 27 8 4 2 8 0 4 0 3 4 1 6 2 1 5 3 0 5 8 2 7 4 4 7 6 6 0 2 2 4 3 7 7 0 1 3 1 0 8 8 5 0 7 8 3 6 5 2 6 5 6 3 5 4 5
